ClientID,ClientName,ClientStartDate,InvoiceMonth,ServiceTier_Contract,ServerCount_Contract,ServerCount_Actual_Avg,SupportTicketCount,BilledAmount_INR
CL-18180,Banik PLC,2024-04-28,2025-05-01,Pro,31,30,2.0,237353.42
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2023-11-01,Basic,11,11,2.0,44335.01
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2018-02-01,Basic,13,13,,51582.01
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2021-12-01,Pro,29,27,1.0,217338.5
CL-61312,Comar-Sandal,2014-03-29,2024-03-01,Pro,35,38,2.0,301440.98
CL-17097,Agrawal Ltd,2023-06-30,2023-09-01,Basic,12,12,2.0,48848.42
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2021-10-01,Basic,9,9,2.0,35391.56
CL-26954,"Dani, Issac and Bahri",2022-05-18,2022-07-01,Basic,13,13,3.0,52165.05
CL-81288,Khare-Oak,2023-03-26,2025-08-01,Basic,12,12,2.0,47573.38
CL-62756,"Sunder, Sarna and Cheema",2020-07-16,2021-08-01,Basic,15,15,,60683.59
CL-92628,Palan-Jani,2015-11-18,2018-05-01,Pro,19,19,,149527.15
CL-40270,Lall-Nadig,2016-11-21,2017-12-01,Basic,10,9,,35403.03
CL-37114,"Gola, Issac and Iyengar",2017-04-28,2020-10-01,Basic,12,12,,48598.55
CL-91761,Rai-Sinha,2020-11-08,2023-01-01,Basic,15,13,2.0,51234.4
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2018-07-01,Basic,11,11,,43817.82
CL-19522,"Gera, Char and Raj",2016-03-13,2021-05-01,Pro,38,39,,306586.75
CL-46911,"Sabharwal, Mammen and Wasno",2016-04-24,2023-01-01,basic,6,6,0.0,23838.37
CL-25169,Kakar Group,2016-09-28,2023-05-01,Basic,11,11,5.0,43566.72
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2023-09-01,Basic,13,13,1.0,52237.16
CL-37114,"Gola, Issac and Iyengar",2017-04-28,2019-10-01,Basic,12,12,,47547.37
CL-93176,Batra-Samra,2014-11-26,2017-09-01,Basic,15,16,,62994.46
CL-19522,"Gera, Char and Raj",2016-03-13,2022-06-01,Pro,38,40,3.0,325867.82
CL-24168,Iyengar Group,2017-03-31,2022-12-01,Pro,26,23,1.0,185652.78
CL-77568,Atwal LLC,2017-10-21,2021-08-01,Basic,11,11,,43470.68
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2023-02-01,Basic,5,5,0.0,19757.94
CL-61312,Comar-Sandal,2014-03-29,2016-04-01,Pro,35,35,,277776.73
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2022-03-01,Basic,5,5,0.0,20289.38
CL-20694,Bumb Ltd,2016-08-29,2022-09-01,Pro,17,17,1.0,134006.52
CL-25427,Soni-Chakrabarti,2018-08-18,2023-08-01,Pro,22,22,1.0,172858.93
CL-47213,Srinivas-Subramanian,2014-02-01,2019-05-01,Enterprise,92,89,,1330962.54
CL-24337,Vig-Sangha,2016-10-13,2021-12-01,Pro,32,28,2.0,225933.51
CL-37188,Rege PLC,2020-02-18,2024-09-01,Basic,13,14,1.0,55170.84
CL-76329,Tiwari LLC,2017-10-19,2018-03-01,Basic,6,6,,24376.4
CL-40794,Kamdar LLC,2018-01-05,2024-01-01,Pro,18,16,1.0,125680.78
CL-74628,Batra-Acharya,2021-02-09,2023-03-01,Basic,6,7,2.0,28000.13
CL-80376,Kari and Sons,2016-01-02,2022-03-01,Basic,12,13,2.0,52475.13
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2020-04-01,Basic,5,5,,19885.69
CL-80376,Kari and Snos,2016-01-02,2025-04-01,Basic ,12,12,4.0,48123.75
CL-58503,Ghose-Shah,2019-05-24,2024-03-01,Pro,33,35,3.0,274890.5
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2016-07-01,Basic,5,5,,20390.73
CL-24168,Iyengar Group,2017-03-31,2024-12-01,Pro,26,25,1.0,196536.92
CL-71617,Chacko Ltd,2013-09-29,2021-07-01,Basic,9,9,,36578.21
CL-61312,Comar-Sandal,2014-03-29,2021-06-01,Pro,35,38,,308824.18
CL-86633,Sahota-Sandhu,2022-07-09,2024-08-01,Basic,11,11,1.0,43799.79
CL-73257,Bajaj-Hegde,2024-11-18,2025-06-01,Pro,37,39,2.0,308912.69
CL-35893,"Goda, aSmpath and Kakar",2018-04-05,2020-04-01,enterprise,55,58,,856886.85
CL-63550,"Garde, Vyas and Sathe",2020-01-16,2021-04-01,Pro,23,23,,181905.58
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2017-05-01,Basic,13,13,,51415.75
CL-10606,Ramachandran-Panchal,2018-06-22,2023-11-01,Pro,40,42,2.0,338355.89
CL-37188,Rege PLC,2020-02-18,2025-05-01,Basic,13,13,1.0,51865.79
CL-64492,Om Group,2019-01-19,2022-02-01,Pro,19,20,2.0,162226.98
CL-17097,Agrawal Ltd,2023-06-30,2023-11-01,Basic,12,12,1.0,48231.86
CL-22205,Boase-Vohra,2016-06-15,2016-07-01,Enterprise,91,95,,1452930.96
CL-40794,Kamdar LLC,2018-01-05,2020-11-01,Pro,18,18,,141187.22
CL-66584,Bhasin-Rastogi,2022-05-01,2023-02-01,Enterprise,86,88,8.0,1309106.6
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2025-09-01,Pro,25,25,1.0,200042.08
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2017-04-01,Basic,5,5,,20138.83
CL-41683,Manda-Kunda,2021-10-05,2022-09-01,Basic,13,14,1.0,56500.16
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2023-08-01,Basic,11,11,1.0,43695.54
CL-47356,Tank Ltd,2017-01-03,2017-11-01,Basic,10,10,,40334.54
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2021-09-01,Pro,17,19,,154813.99
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2019-08-01,Basic,11,11,,43962.36
CL-84661,Chana Group,2014-10-18,2025-09-01,Basic,8,8,0.0,32521.96
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2016-07-01,Basic,9,9,,36324.62
CL-24168,Iyengar Group,2017-03-31,2021-12-01,Pro,26,24,1.0,191921.35
CL-40794,Kamdar LLC,2018-01-05,2023-08-01,Pro,18,18,1.0,144504.87
CL-58664,Tella-Dara,2018-05-19,2025-09-01,pro,34,35,3.0,280501.37
CL-84661,Chana Group,2014-10-18,2024-09-01,Basic,8,9,0.0,35289.84
CL-72092,Choudhry-Mahal,2021-03-11,2025-05-01,Pro,39,40,2.0,322337.49
CL-41800,Tiwari-Garde,2020-04-22,2024-03-01,Basic,15,15,1.0,60246.62
CL-97751,"Sura, Gara and Warrior",2021-03-31,2025-09-01,Basic,9,10,1.0,39826.62
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2022-05-01,Pro,25,26,1.0,203843.76
CL-47213,Srinivas-Subramanian,2014-02-01,2023-01-01,Enterprise,92,83,4.0,1232932.61
CL-92628,Palan-Jani,2015-11-18,2024-10-01,Pro,19,19,1.0,151806.99
CL-93176,Batra-Samra,2014-11-26,2016-04-01,Basic,15,15,,60485.56
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2022-11-01,Pro,21,20,2.0,160346.02
CL-61312,Comar-Sandal,2014-03-29,2022-03-01,Pro,35,36,2.0,287137.97
CL-24568,Ramaswamy-Thakur,2018-09-19,2021-02-01,Basic,11,11,,43930.68
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2022-03-01,Pro,38,38,3.0,308566.33
CL-10868,Patel Inc,2015-11-19,2024-06-01,Pro,37,41,2.0,331195.55
CL-98268,Bhavsar-Chaudhari,2019-01-29,2019-10-01,Pro,20,21,,168770.01
CL-36889,Sarraf Ltd,2016-10-18,2020-09-01,Pro,21,22,,176174.23
CL-41683,Manda-Kunad,2021-10-05,2024-04-01,Basic ,13,13,2.0,52128.61
CL-91913,"Datta, Mishra and Kala",2015-02-26,2017-11-01,Basic,10,10,,39765.92
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2020-01-01,Pro,18,17,,135709.47
CL-81288,Khare-Oak,2023-03-26,2025-09-01,Basic,12,13,5.0,51288.23
CL-84275,Sathe PLC,2023-07-01,2023-11-01,Basic,6,6,1.0,24216.16
CL-32944,"Dhillon, Walla and Narayanan",2023-07-21,2024-01-01,Enterprise,88,82,4.0,1226496.47
CL-66584,Bhasin-Rastogi,2022-05-01,2023-10-01,Enterprise,86,83,4.0,1224669.38
CL-93176,Batra-Samra,2014-11-26,2025-02-01,Basic,15,16,1.0,63084.77
CL-56763,Chacko-Chokshi,2018-06-17,2020-12-01,Basic,13,11,,44457.89
CL-10868,PatelI nc,2015-11-19,2023-05-01,Pro ,37,38,4.0,306954.85
CL-25169,Kakar Group,2016-09-28,2018-12-01,Basic,11,10,,39948.13
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2019-12-01,Basic,6,5,,20243.96
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2025-06-01,Basic,9,9,0.0,35919.04
CL-40794,Kamdar LLC,2018-01-05,2024-09-01,Pro,18,19,4.0,150736.76
CL-85839,Kapadia and Sons,2019-09-25,2025-08-01,Basic,8,8,1.0,31569.89
CL-36889,Sarraf Ltd,2016-10-18,2019-09-01,Pro,21,22,,173936.04
CL-40503,"Ghosh, Hans and Patil",2022-02-12,2023-09-01,Basic,14,15,1.0,61165.98
CL-64492,Om Group,2019-01-19,2020-09-01,Pro,19,20,,160044.48
CL-20694,Bumb Ltd,2016-08-29,2016-11-01,Pro,17,16,,128549.02
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2021-01-01,Basic,12,11,,44412.84
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2022-12-01,Basic,6,5,3.0,20173.2
CL-17957,"Palla, Roy and Taneja",2016-12-28,2025-04-01,Pro,20,21,2.0,168333.93
CL-85839,Kapadia and Sons,2019-09-25,2024-10-01,Basic,8,8,1.0,31446.36
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2024-05-01,Pro,29,28,2.0,221795.46
CL-47356,Tank Ltd,2017-01-03,2020-11-01,Basic,10,10,,40336.17
CL-66584,Bhasin-Rastogi,2022-05-01,2022-07-01,Enterprise,86,82,4.0,1210757.77
CL-96503,Sundaram PLC,2019-01-17,2021-04-01,Enterprise,63,66,,1007285.72
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2023-10-01,Basic,6,6,0.0,23654.92
CL-25427,Soni-Chakrabarti,2018-08-18,2025-07-01,Pro,22,21,1.0,166413.3
CL-76329,Tiwari LLC,2017-10-19,2023-11-01,Basic,6,6,0.0,24151.57
CL-37071,Atwal and Sons,2016-11-03,2018-02-01,Basic,7,7,,28203.41
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2021-10-01,Basic,8,8,0.0,32310.7
CL-67266,Mannan-Vig,2020-12-12,2023-01-01,Basic,10,9,0.0,36119.65
CL-51519,"Gill, Annea nd Jaggi",2020-10-07,2023-12-01,pro,18,16,2.0,126756.43
CL-58503,Ghose-Shah,2019-05-24,2020-11-01,Pro,33,32,,254033.25
CL-61312,Comar-Sandal,2014-03-29,2016-07-01,Pro,35,35,,278867.81
CL-86633,Sahota-Sandhu,2022-07-09,2024-02-01,Basic,11,11,1.0,43321.49
CL-85839,Kapadia and Sons,2019-09-25,2020-02-01,Basic,8,8,,32541.63
CL-51532,Kadakia and Sons,2016-11-21,2020-05-01,Basic,13,13,,51257.17
CL-22205,Boase-Vohra,2016-06-15,2019-03-01,Enterprise,91,98,,1443256.52
CL-87690,Mistry-Wali,2024-01-26,2025-02-01,Pro,37,39,2.0,309490.33
CL-32462,"Mitter, Sen and Madan",2021-04-30,2024-05-01,Basic,12,12,4.0,48112.69
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2015-11-01,Basic,7,7,,28458.67
CL-51532,Kadakia and Sons,2016-11-21,2020-04-01,Basic,13,13,,51717.66
CL-24337,Vig-Sangha,2016-10-13,2020-11-01,Pro,32,32,,260536.82
CL-58467,Bali-Acharya,2022-03-28,2023-07-01,Pro,30,30,2.0,235785.96
CL-59713,More-Bhandari,2014-01-20,2020-09-01,Enterprise,48,52,,773232.17
CL-84661,Chana Group,2014-10-18,2016-01-01,Basic,8,7,,28535.64
CL-58664,Tella-Dara,2018-05-19,2021-08-01,Pro,34,34,,269032.49
CL-76329,Tiwari LLC,2017-10-19,2021-10-01,Basic,6,6,1.0,23838.99
CL-67266,Mannan-Vig,2020-12-12,2021-11-01,Basic,10,10,2.0,39244.54
CL-64492,Om Group,2019-01-19,2022-10-01,Pro,19,20,1.0,161491.41
CL-22205,Boase-Vohra,2016-06-15,2020-08-01,Enterprise,91,93,,1399194.28
CL-59713,More-Bhandari,2014-01-20,2019-06-01,Enterprise,48,52,,786047.0
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2023-09-01,Pro,17,18,1.0,145387.49
CL-17957,"Palla, Roy and Taneja",2016-12-28,2018-07-01,Pro,20,20,,160250.33
CL-26502,Badal-Jaggi,2016-11-25,2024-11-01,Basic,12,12,1.0,48389.36
CL-59245,Sibal-Brahmbhatt,2018-08-24,2022-11-01,Pro,34,33,2.0,265543.04
CL-10606,Ramachandran-Panchal,2018-06-22,2019-02-01,Pro,40,42,,330818.87
CL-24337,VigS-angha,2016-10-13,2018-05-01,Pro ,32,33,,267196.91
CL-36551,Kumer-Ganesan,2018-09-30,2023-04-01,Pro,34,34,5.0,268555.61
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2020-03-01,Pro,18,20,,159529.82
CL-36429,Kothari-Contractor,2015-11-05,2025-04-01,Basic,5,5,1.0,19733.75
CL-37188,Rege PLC,2020-02-18,2024-06-01,Basic,13,13,1.0,51566.93
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2019-06-01,Enterprise,55,60,,897202.0
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2017-10-01,Pro,19,19,,151829.65
CL-73321,Chandran-Chopra,2021-08-08,2021-10-01,Pro,39,41,2.0,328387.7
CL-98268,Bhavsar-Chaudhari,2019-01-29,2024-11-01,Pro,20,20,3.0,161097.88
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2019-03-01,Basic,8,8,,31599.44
CL-72187,"Babu, Tata and Shere",2023-08-17,2023-09-01,Basic,11,12,3.0,47096.38
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2022-03-01,Pro,18,19,1.0,154822.51
CL-73321,Chandran-Chopra,2021-08-08,2025-01-01,Pro,39,34,3.0,272246.79
CL-32462,"Mitter, Sen and Madan",2021-04-30,2024-07-01,Basic,12,12,1.0,48369.7
CL-98268,Bhavsar-Chaudhari,2019-01-29,2022-06-01,Pro,20,21,1.0,167156.88
CL-10606,Ramachandran-Panchal,2018-06-22,2023-09-01,Pro,40,42,2.0,330268.52
CL-72092,Choudhry-Mahal,2021-03-11,2021-05-01,Pro,39,39,,312523.57
CL-24168,Iyengar Group,2017-03-31,2023-08-01,Pro,26,25,1.0,201520.92
CL-73992,Batta and Sons,2017-08-12,2021-03-01,Pro,28,30,,240163.3
CL-77568,Atwal LLC,2017-10-21,2018-04-01,Basic,11,11,,43736.73
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2025-07-01,Pro,38,38,2.0,300498.18
CL-61312,Comar-Sandal,2014-03-29,2021-05-01,Pro,35,34,,270074.39
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2023-09-01,Basic,12,12,4.0,47539.76
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2020-05-01,Pro,19,19,,153825.06
CL-76329,Tiwari LLC,2017-10-19,2024-12-01,Basic,6,5,1.0,20302.55
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2019-04-01,Pro,29,30,,237000.72
CL-80376,Kari and Sons,2016-01-02,2018-08-01,Basic,12,12,,47572.59
CL-59713,More-Bhandari,2014-01-20,2015-03-01,Enterprise,48,52,,767113.48
CL-26502,Badal-Jaggi,2016-11-25,2019-12-01,Basic,12,11,,43591.04
CL-73321,Chandran-Chopra,2021-08-08,2025-09-01,Pro,39,39,3.0,315787.05
CL-46220,Kar-Chandran,2022-08-29,2025-05-01,Basic,11,11,1.0,43968.06
CL-91913,"Datta, Mishra and Kala",2015-02-26,2019-03-01,Basic,10,11,,44687.1
CL-37071,Atwal andS ons,2016-11-03,2025-01-01,basic,7,6,0.0,23700.83
CL-36429,Kothari-Contractor,2015-11-05,2024-12-01,Basic,5,5,5.0,20382.2
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2019-08-01,Pro,19,19,,154066.79
CL-76329,Tiwari LLC,2017-10-19,2025-06-01,Basic,6,6,0.0,24265.18
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2020-02-01,Basic,13,13,,52799.73
CL-19522,"Gera, Char and Raj",2016-03-13,2020-04-01,Pro,38,38,,307215.52
CL-97964,Kpaoor Inc,2015-11-09,2020-09-01,pro,35,36,,282909.48
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2022-11-01,Basic,8,8,0.0,31586.29
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2023-11-01,Pro,27,26,1.0,211353.95
CL-40794,Kamdar LLC,2018-01-05,2019-01-01,Pro,18,15,,120146.61
CL-73851,Atwal-Ravi,2015-04-29,2023-05-01,Enterprise,93,90,4.0,1335909.33
CL-24568,Ramaswamy-Thakur,2018-09-19,2018-12-01,Basic,11,10,,40277.52
CL-48764,Memon-Arya,2023-08-31,2024-02-01,Enterprise,73,73,9.0,1089783.14
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2023-09-01,Pro,29,30,2.0,243392.88
CL-96503,Sundaram PLC,2019-01-17,2021-03-01,Enterprise,63,65,,965704.73
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2018-04-01,Enterprise,63,60,,915600.19
CL-76898,"Upadhyay, Dave and Ravi",2018-12-05,2022-05-01,Basic,11,11,1.0,44580.21
CL-71617,Chacko Ltd,2013-09-29,2024-06-01,Basic,9,9,0.0,35628.07
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2023-11-01,Pro,29,28,2.0,219606.52
CL-61312,Comar-Sandal,2014-03-29,2016-12-01,Pro,35,33,,267152.75
CL-84661,Chana Group,2014-10-18,2018-04-01,Basic,8,8,,32230.64
CL-55480,Mistry-Kumar,2021-04-12,2025-09-01,Pro,32,35,6.0,276739.06
CL-47213,Srinivas-Subramanian,2014-02-01,2022-04-01,Enterprise,92,90,6.0,1349124.79
CL-14568,Sem Group,2020-01-30,2024-08-01,Basic,11,11,1.0,43480.17
CL-95027,Rao-Chand,2015-05-18,2022-08-01,Basic,12,12,3.0,47917.59
CL-73851,Atwal-Ravi,2015-04-29,2018-05-01,Enterprise,93,94,,1419142.36
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2024-06-01,Basic,9,9,0.0,36440.82
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2023-10-01,Basic,13,13,6.0,51160.76
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2022-03-01,Basic,8,9,0.0,36329.41
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2024-07-01,Pro,29,28,1.0,223818.5
CL-24337,Vig-Sangha,2016-10-13,2023-07-01,Pro,32,33,2.0,268537.78
CL-25427,Soni-Chakrabarti,2018-08-18,2022-03-01,Pro,22,23,1.0,182050.78
CL-93176,Batra-Samra,2014-11-26,2024-08-01,Basic,15,14,1.0,56397.35
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2023-08-01,Basic,9,9,4.0,36483.61
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2024-06-01,Pro,19,19,3.0,154112.41
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2025-01-01,Pro,38,33,2.0,269136.82
CL-24168,Iyengar Group,2017-03-31,2017-10-01,Pro,26,27,,211812.47
CL-61312,Comar-Sandal,2014-03-29,2025-09-01,Pro,35,38,2.0,303535.44
CL-56763,Chacko-Chokshi,2018-06-17,2021-05-01,Basic,13,14,,55860.83
CL-84275,Sathe PLC,2023-07-01,2024-10-01,Basic,6,6,0.0,24299.77
CL-17097,Agrawal Ltd,2023-06-30,2024-01-01,Basic,12,11,1.0,44468.18
CL-79605,"Gole, Varughese and Nadkrani",2016-10-29,2021-11-01,Pro ,18,18,2.0,142081.16
CL-95027,Rao-Chand,2015-05-18,2021-05-01,Basic,12,12,,47459.11
CL-24168,Iyengar Group,2017-03-31,2019-02-01,Pro,26,27,,215999.43
CL-72092,Choudhry-Mahal,2021-03-11,2023-08-01,Pro,39,41,2.0,323934.89
CL-91913,"Datta, Mishra and Kala",2015-02-26,2024-04-01,Basic,10,10,0.0,40280.15
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2024-07-01,Basic,6,6,1.0,23733.79
CL-32944,"Dhillon, Walla and Narayanan",2023-07-21,2024-04-01,Enterprise,88,85,5.0,1257397.87
CL-91913,"Datta, Mishra and Kala",2015-02-26,2017-12-01,Basic,10,9,,36289.12
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2015-07-01,Pro,38,39,,306598.56
CL-57523,Bava-Khare,2021-12-29,2024-11-01,Basic,12,12,4.0,47818.74
CL-64492,Om Group,2019-01-19,2025-02-01,Pro,19,20,1.0,160906.49
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2024-08-01,Basic,9,9,2.0,36303.68
CL-43739,Khosla-Dara,2016-07-13,2023-01-01,Pro,23,21,1.0,168375.98
CL-51532,Kadakia and Sons,2016-11-21,2022-06-01,Basic,13,14,3.0,55034.7
CL-93176,Batra-Samra,2014-11-26,2016-09-01,Basic,15,15,,59732.62
CL-97751,"Sura, Gara and Warrior",2021-03-31,2025-02-01,Basic,9,9,3.0,35406.97
CL-32462,"Mtiter, Sen and Madan",2021-04-30,2025-08-01,Basic ,12,11,1.0,43429.39
CL-80376,Kari and Sons,2016-01-02,2022-10-01,Basic,12,12,1.0,48111.2
CL-47213,Srinivas-Subramanian,2014-02-01,2016-07-01,Enterprise,92,89,,1353597.64
CL-77568,Atwal LLC,2017-10-21,2022-01-01,Basic,11,10,0.0,40591.68
CL-25427,Soni-Chakrabarti,2018-08-18,2018-10-01,Pro,22,23,,185892.32
CL-10868,Ptael Inc,2015-11-19,2017-11-01,Pro ,37,36,,286244.5
CL-22205,Boase-Vohra,2016-06-15,2020-01-01,Enterprise,91,78,,1152512.23
CL-41706,"Manne, Verma and Gour",2015-12-28,2016-03-01,Pro,31,32,,261050.41
CL-43739,Khosla-Dara,2016-07-13,2023-03-01,Pro,23,24,3.0,191304.23
CL-10868,Patel Inc,2015-11-19,2017-07-01,Pro,37,36,,291446.79
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2017-02-01,Pro,19,19,,150072.36
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2022-03-01,Pro,21,23,1.0,184136.93
CL-91913,"Datta, Mishra and Kala",2015-02-26,2021-03-01,Basic,10,10,,39273.28
CL-80376,Kari and Sons,2016-01-02,2020-10-01,Basic,12,11,,44184.48
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2023-01-01,Pro,21,19,1.0,151794.03
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2021-12-01,Basic,13,11,3.0,44015.99
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2020-10-01,Basic,15,16,,63686.44
CL-24337,Vig-Sangha,2016-10-13,2021-11-01,Pro,32,32,2.0,258016.54
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2022-01-01,Basic,11,10,2.0,39777.96
CL-85839,Kapadia and Sons,2019-09-25,2025-06-01,Basic,8,8,0.0,31704.65
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2016-06-01,Basic,9,10,,39936.9
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2025-07-01,Basic,13,13,1.0,51545.61
CL-43739,Khosla-Dara,2016-07-13,2024-12-01,Pro,23,20,1.0,158064.47
CL-44393,Gandhi-Saini,2024-11-04,2025-06-01,Pro,17,18,1.0,146853.84
CL-58664,Tella-Dara,2018-05-19,2025-07-01,Pro,34,36,2.0,289656.4
CL-73992,Batta and Sons,2017-08-12,2018-05-01,Pro,28,27,,214823.93
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2023-02-01,Basic,8,8,0.0,31624.34
CL-71617,Chacko Ltd,2013-09-29,2014-08-01,Basic,9,9,,36223.89
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2019-07-01,Pro,25,24,,189153.43
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2019-04-01,Basic,9,9,,35776.02
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2016-12-01,Basic,9,8,,32615.8
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2017-05-01,Pro,19,19,,153113.39
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2023-09-01,Basic,8,8,2.0,32199.04
CL-72280,Nazareth Group,2021-12-23,2024-07-01,Pro,26,25,2.0,201407.24
CL-40270,Lall-Nadig,2016-11-21,2023-05-01,Basic,10,10,0.0,40004.8
CL-71617,Chacko Ltd,2013-09-29,2017-09-01,Basic,9,10,,39604.15
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2024-08-01,Basic,11,11,1.0,44834.8
CL-59245,Sibal-Brahmbhatt,2018-08-24,2022-05-01,Pro,34,32,6.0,253494.47
CL-17957,"Palla, Roy and Taneja",2016-12-28,2022-01-01,Pro,20,17,3.0,137741.13
CL-41706,"Manne, Verma and Gour",2015-12-28,2018-12-01,Pro,31,28,,224387.16
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2018-02-01,Pro,29,28,,223076.65
CL-24337,Vig-Sangha,2016-10-13,2018-02-01,Pro,32,32,,251331.69
CL-59245,Sibal-Brahmbhatt,2018-08-24,2019-08-01,Pro,34,35,,282511.98
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2019-05-01,Basic,11,11,,43299.52
CL-10606,Ramachandran-Panchal,2018-06-22,2022-11-01,Pro,40,41,4.0,323024.78
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2018-12-01,Enterprise,55,51,,751005.84
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2021-01-01,Basic,6,5,,19681.91
CL-32462,"Mitter, Sen and Madan",2021-04-30,2023-05-01,Basic,12,13,1.0,52210.29
CL-80376,Kari and Sons,2016-01-02,2023-07-01,Basic,12,12,2.0,48150.23
CL-51532,Kadakia and Sons,2016-11-21,2023-05-01,Basic,13,13,2.0,51457.48
CL-72092,Choudhry-Mahal,2021-03-11,2023-05-01,Pro,39,37,4.0,296619.16
CL-37767,"Kunda, Bhatia and Srinivas",2025-06-09,2025-08-01,Pro,26,26,1.0,211170.12
CL-84275,Sathe PLC,2023-07-01,2025-01-01,Basic,6,5,0.0,19653.69
CL-77568,Atwal LLC,2017-10-21,2018-10-01,Basic,11,11,,44252.13
CL-59245,Sibal-Brahmbhatt,2018-08-24,2025-08-01,Pro,34,35,5.0,279596.66
CL-96503,Sundaram PLC,2019-01-17,2019-11-01,Enterprise,63,61,,927517.15
CL-32944,"Dhillon, Walla and Narayanan",2023-07-21,2024-10-01,Enterprise,88,89,4.0,1319465.29
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2019-01-01,Basic,5,4,,15818.48
CL-56763,Chacko-Chokshi,2018-06-17,2018-07-01,Basic,13,13,,51622.22
CL-77568,Atwal LLC,2017-10-21,2023-07-01,Basic,11,11,1.0,44140.76
CL-54011,Chacko-Korpal,2019-03-21,2024-12-01,Basic,11,9,0.0,36119.46
